order_id,order_datetime,order_id_from_item,product_id,quantity,product_price,product_name
8,2019-08-03 19:29:00,8,144,1,8.95,Lamb Tikka Chilli Masala
8,2019-08-03 19:29:00,8,14,1,2.95,Peshwari Naan
8,2019-08-03 19:29:00,8,74,1,5.95,Saag Aloo
9,2019-08-03 19:28:00,9,79,1,5.95,Aloo Gobi
9,2019-08-03 19:28:00,9,64,1,5.95,Bhindi Bhajee
9,2019-08-03 19:28:00,9,66,1,5.95,Saag Paneer
9,2019-08-03 19:28:00,9,1,2,0.5,Mint Sauce
9,2019-08-03 19:28:00,9,176,1,9.95,Chicken Biryani
9,2019-08-03 19:28:00,9,19,1,2.95,Garlic Naan
9,2019-08-03 19:28:00,9,11,1,2.6,Plain Naan
9,2019-08-03 19:28:00,9,136,1,8.95,Tandoori Chicken Masala
10,2019-08-03 19:26:00,10,6,4,0.8,Plain Papadum
10,2019-08-03 19:26:00,10,4,2,0.5,Red Sauce
10,2019-08-03 19:26:00,10,103,1,8.95,Chicken Tikka Masala
10,2019-08-03 19:26:00,10,94,1,7.95,Madras - Chicken Tikka
10,2019-08-03 19:26:00,10,36,2,3.95,Mushroom Rice
10,2019-08-03 19:26:00,10,19,1,2.95,Garlic Naan
10,2019-08-03 19:26:00,10,73,1,5.95,Bombay Aloo
11,2019-08-03 19:25:00,11,28,1,3.95,Onion Bhajee
11,2019-08-03 19:25:00,11,60,1,4.95,Sheek Kebab
11,2019-08-03 19:25:00,11,6,8,0.8,Plain Papadum
11,2019-08-03 19:25:00,11,3,2,0.5,Mango Chutney
11,2019-08-03 19:25:00,11,1,2,0.5,Mint Sauce
11,2019-08-03 19:25:00,11,5,1,0.5,Onion Chutney
11,2019-08-03 19:25:00,11,110,1,8.95,Chicken Tikka (Main)
11,2019-08-03 19:25:00,11,102,1,8.95,Korma - Chicken
11,2019-08-03 19:25:00,11,103,1,8.95,Chicken Tikka Masala
11,2019-08-03 19:25:00,11,18,1,2.95,Plain Rice
11,2019-08-03 19:25:00,11,15,1,2.95,Pilau Rice
11,2019-08-03 19:25:00,11,13,2,2.95,Keema Naan
11,2019-08-03 19:25:00,11,30,1,3.95,French Fries
11,2019-08-03 19:25:00,11,176,1,9.95,Chicken Biryani
11,2019-08-03 19:25:00,11,36,1,3.95,Mushroom Rice
12,2019-08-03 19:16:00,12,28,1,3.95,Onion Bhajee
12,2019-08-03 19:16:00,12,102,1,8.95,Korma - Chicken
12,2019-08-03 19:16:00,12,14,1,2.95,Peshwari Naan
12,2019-08-03 19:16:00,12,15,1,2.95,Pilau Rice
13,2019-08-03 18:37:00,13,110,1,8.95,Chicken Tikka (Main)
13,2019-08-03 18:37:00,13,103,1,8.95,Chicken Tikka Masala
13,2019-08-03 18:37:00,13,35,1,3.95,Meat Samosa
14,2019-08-03 18:36:00,14,6,2,0.8,Plain Papadum
14,2019-08-03 18:36:00,14,3,1,0.5,Mango Chutney
14,2019-08-03 18:36:00,14,1,1,0.5,Mint Sauce
14,2019-08-03 18:36:00,14,4,1,0.5,Red Sauce
14,2019-08-03 18:36:00,14,42,1,3.95,Keema Rice
14,2019-08-03 18:36:00,14,13,1,2.95,Keema Naan
14,2019-08-03 18:36:00,14,169,1,9.95,Chicken Chilli Garlic
14,2019-08-03 18:36:00,14,168,1,9.95,Lamb Hari Mirch
14,2019-08-03 18:36:00,14,81,1,5.95,Mushroom Bhajee
15,2019-08-03 18:36:00,15,92,1,7.95,Curry - Chicken
15,2019-08-03 18:36:00,15,73,1,5.95,Bombay Aloo
15,2019-08-03 18:36:00,15,11,1,2.6,Plain Naan
15,2019-08-03 18:36:00,15,38,1,3.95,Vegetable Rice
16,2019-08-03 18:34:00,16,212,1,10.95,Chicken Tikka Biryani
16,2019-08-03 18:34:00,16,82,1,5.95,Mixed Starter
17,2019-08-03 18:32:00,17,28,1,3.95,Onion Bhajee
17,2019-08-03 18:32:00,17,212,1,10.95,Chicken Tikka Biryani
17,2019-08-03 18:32:00,17,113,1,8.95,Bhuna - Chicken Tikka
17,2019-08-03 18:32:00,17,36,1,3.95,Mushroom Rice
18,2019-08-03 18:12:00,18,42,1,3.95,Keema Rice
18,2019-08-03 18:12:00,18,91,1,7.95,Madras - Lamb
18,2019-08-03 18:12:00,18,73,1,5.95,Bombay Aloo
19,2019-08-03 18:00:00,19,46,1,3.95,Masala Sauce
19,2019-08-03 18:00:00,19,36,1,3.95,Mushroom Rice
19,2019-08-03 18:00:00,19,17,1,2.95,Bottle Coke
19,2019-08-03 18:00:00,19,14,1,2.95,Peshwari Naan
19,2019-08-03 18:00:00,19,217,2,11.95,Tandoori Mixed Grill
19,2019-08-03 18:00:00,19,6,3,0.8,Plain Papadum
19,2019-08-03 18:00:00,19,1,1,0.5,Mint Sauce
19,2019-08-03 18:00:00,19,3,1,0.5,Mango Chutney
19,2019-08-03 18:00:00,19,37,1,3.95,Korma Sauce
20,2019-08-03 17:58:00,20,199,1,9.95,Pathia - Prawn
20,2019-08-03 17:58:00,20,176,1,9.95,Chicken Biryani
20,2019-08-03 17:58:00,20,14,2,2.95,Peshwari Naan
20,2019-08-03 17:58:00,20,6,1,0.8,Plain Papadum
20,2019-08-03 17:58:00,20,1,1,0.5,Mint Sauce
21,2019-08-03 17:57:00,21,105,1,8.95,Chicken Tikka Jalfrezi
21,2019-08-03 17:57:00,21,116,1,8.95,Bhuna - Lamb
21,2019-08-03 17:57:00,21,34,2,3.95,Special Fried Rice
21,2019-08-03 17:57:00,21,14,1,2.95,Peshwari Naan
21,2019-08-03 17:57:00,21,79,1,5.95,Aloo Gobi
21,2019-08-03 17:57:00,21,103,1,8.95,Chicken Tikka Masala
22,2019-08-03 17:52:00,22,35,1,3.95,Meat Samosa
22,2019-08-03 17:52:00,22,80,1,5.95,Mixed Vegetable Curry
22,2019-08-03 17:52:00,22,138,1,8.95,Dupiaza - Lamb
22,2019-08-03 17:52:00,22,29,1,3.95,Lemon Rice
22,2019-08-03 17:52:00,22,106,1,8.95,Methi - Lamb
22,2019-08-03 17:52:00,22,15,1,2.95,Pilau Rice
22,2019-08-03 17:52:00,22,19,1,2.95,Garlic Naan
22,2019-08-03 17:52:00,22,28,1,3.95,Onion Bhajee
22,2019-08-03 17:52:00,22,7,1,0.8,Spicy Papadum
23,2019-08-03 17:18:00,23,11,1,2.6,Plain Naan
23,2019-08-03 17:18:00,23,15,1,2.95,Pilau Rice
23,2019-08-03 17:18:00,23,103,1,8.95,Chicken Tikka Masala
23,2019-08-03 17:18:00,23,116,1,8.95,Bhuna - Lamb
23,2019-08-03 17:18:00,23,6,2,0.8,Plain Papadum
24,2019-08-03 16:21:00,24,170,1,9.95,Lamb Biryani
24,2019-08-03 16:21:00,24,11,2,2.6,Plain Naan
25,2019-08-02 20:23:00,25,58,1,4.95,Lamb Tikka
25,2019-08-02 20:23:00,25,28,1,3.95,Onion Bhajee
25,2019-08-02 20:23:00,25,66,1,5.95,Saag Paneer
25,2019-08-02 20:23:00,25,103,1,8.95,Chicken Tikka Masala
25,2019-08-02 20:23:00,25,42,1,3.95,Keema Rice
25,2019-08-02 20:23:00,25,119,1,8.95,Rogon - Lamb
25,2019-08-02 20:23:00,25,174,1,9.95,Chicken Tikka Karahi
25,2019-08-02 20:23:00,25,15,1,2.95,Pilau Rice
25,2019-08-02 20:23:00,25,73,1,5.95,Bombay Aloo
26,2019-08-02 20:18:00,26,28,1,3.95,Onion Bhajee
26,2019-08-02 20:18:00,26,30,1,3.95,French Fries
26,2019-08-02 20:18:00,26,103,1,8.95,Chicken Tikka Masala
26,2019-08-02 20:18:00,26,102,1,8.95,Korma - Chicken
26,2019-08-02 20:18:00,26,11,1,2.6,Plain Naan
26,2019-08-02 20:18:00,26,15,1,2.95,Pilau Rice
27,2019-08-02 19:33:00,27,54,1,4.95,Aloo Chaat
27,2019-08-02 19:33:00,27,103,1,8.95,Chicken Tikka Masala
27,2019-08-02 19:33:00,27,19,1,2.95,Garlic Naan
27,2019-08-02 19:33:00,27,15,1,2.95,Pilau Rice
27,2019-08-02 19:33:00,27,108,1,8.95,Bhuna - Chicken
28,2019-08-02 19:19:00,28,6,3,0.8,Plain Papadum
28,2019-08-02 19:19:00,28,29,1,3.95,Lemon Rice
28,2019-08-02 19:19:00,28,196,1,9.95,Lamb Mysore
28,2019-08-02 19:19:00,28,118,1,8.95,Dhansak - Chicken
28,2019-08-02 19:19:00,28,8,1,1.95,Chapati
29,2019-08-02 19:14:00,29,170,2,9.95,Lamb Biryani
29,2019-08-02 19:14:00,29,14,1,2.95,Peshwari Naan
30,2019-08-02 18:41:00,30,28,1,3.95,Onion Bhajee
30,2019-08-02 18:41:00,30,79,1,5.95,Aloo Gobi
30,2019-08-02 18:41:00,30,176,1,9.95,Chicken Biryani
30,2019-08-02 18:41:00,30,90,1,7.95,Madras - Chicken
30,2019-08-02 18:41:00,30,102,1,8.95,Korma - Chicken
30,2019-08-02 18:41:00,30,165,1,9.95,Chicken Balti
30,2019-08-02 18:41:00,30,130,1,8.95,Chicken Tikka Chilli Masala
30,2019-08-02 18:41:00,30,187,1,9.95,Lal Mirch Chicken
30,2019-08-02 18:41:00,30,191,1,9.95,Korma - Prawn
30,2019-08-02 18:41:00,30,230,1,12.95,Korma - King Prawn
30,2019-08-02 18:41:00,30,18,1,2.95,Plain Rice
30,2019-08-02 18:41:00,30,36,2,3.95,Mushroom Rice
30,2019-08-02 18:41:00,30,19,1,2.95,Garlic Naan
30,2019-08-02 18:41:00,30,13,1,2.95,Keema Naan
30,2019-08-02 18:41:00,30,14,1,2.95,Peshwari Naan
30,2019-08-02 18:41:00,30,6,10,0.8,Plain Papadum
30,2019-08-02 18:41:00,30,7,2,0.8,Spicy Papadum
30,2019-08-02 18:41:00,30,3,2,0.5,Mango Chutney
30,2019-08-02 18:41:00,30,5,6,0.5,Onion Chutney
30,2019-08-02 18:41:00,30,4,4,0.5,Red Sauce
30,2019-08-02 18:41:00,30,1,2,0.5,Mint Sauce
31,2019-08-02 18:18:00,31,93,1,7.95,Vindaloo - Chicken
31,2019-08-02 18:18:00,31,94,1,7.95,Madras - Chicken Tikka
31,2019-08-02 18:18:00,31,18,2,2.95,Plain Rice
31,2019-08-02 18:18:00,31,11,2,2.6,Plain Naan
31,2019-08-02 18:18:00,31,90,1,7.95,Madras - Chicken
31,2019-08-02 18:18:00,31,6,4,0.8,Plain Papadum
31,2019-08-02 18:18:00,31,73,1,5.95,Bombay Aloo
32,2019-08-02 17:57:00,32,105,1,8.95,Chicken Tikka Jalfrezi
32,2019-08-02 17:57:00,32,15,1,2.95,Pilau Rice
32,2019-08-02 17:57:00,32,6,2,0.8,Plain Papadum
32,2019-08-02 17:57:00,32,7,1,0.8,Spicy Papadum
32,2019-08-02 17:57:00,32,48,1,3.95,Vindaloo Sauce
33,2019-08-02 17:43:00,33,28,1,3.95,Onion Bhajee
33,2019-08-02 17:43:00,33,3,1,0.5,Mango Chutney
33,2019-08-02 17:43:00,33,35,1,3.95,Meat Samosa
33,2019-08-02 17:43:00,33,68,1,5.95,Chicken Pakora
33,2019-08-02 17:43:00,33,170,1,9.95,Lamb Biryani
33,2019-08-02 17:43:00,33,176,1,9.95,Chicken Biryani
33,2019-08-02 17:43:00,33,212,1,10.95,Chicken Tikka Biryani
33,2019-08-02 17:43:00,33,79,1,5.95,Aloo Gobi
34,2019-08-02 17:26:00,34,105,1,8.95,Chicken Tikka Jalfrezi
34,2019-08-02 17:26:00,34,73,1,5.95,Bombay Aloo
34,2019-08-02 17:26:00,34,72,1,5.95,Chana Masala
34,2019-08-02 17:26:00,34,112,1,8.95,Dupiaza - Chicken
34,2019-08-02 17:26:00,34,13,1,2.95,Keema Naan
34,2019-08-02 17:26:00,34,15,1,2.95,Pilau Rice
34,2019-08-02 17:26:00,34,36,1,3.95,Mushroom Rice
35,2019-08-02 14:11:00,35,71,1,5.95,Muttar Paneer
35,2019-08-02 14:11:00,35,19,1,2.95,Garlic Naan
35,2019-08-02 14:11:00,35,36,1,3.95,Mushroom Rice
35,2019-08-02 14:11:00,35,11,1,2.6,Plain Naan
36,2019-08-02 11:35:00,36,110,2,8.95,Chicken Tikka (Main)
36,2019-08-02 11:35:00,36,217,1,11.95,Tandoori Mixed Grill
36,2019-08-02 11:35:00,36,103,1,8.95,Chicken Tikka Masala
36,2019-08-02 11:35:00,36,92,1,7.95,Curry - Chicken
36,2019-08-02 11:35:00,36,73,2,5.95,Bombay Aloo
36,2019-08-02 11:35:00,36,71,1,5.95,Muttar Paneer
36,2019-08-02 11:35:00,36,11,4,2.6,Plain Naan
36,2019-08-02 11:35:00,36,15,4,2.95,Pilau Rice
36,2019-08-02 11:35:00,36,42,1,3.95,Keema Rice
36,2019-08-02 11:35:00,36,54,1,4.95,Aloo Chaat
36,2019-08-02 11:35:00,36,165,1,9.95,Chicken Balti
36,2019-08-02 11:35:00,36,163,1,9.95,Chicken Shashlick
36,2019-08-02 11:35:00,36,194,1,9.95,Vegetable Balti
36,2019-08-02 11:35:00,36,77,1,5.95,Cauliflower Bhajee
36,2019-08-02 11:35:00,36,93,1,7.95,Vindaloo - Chicken
37,2019-08-01 20:42:00,37,167,1,9.95,Butter Chicken
37,2019-08-01 20:42:00,37,214,1,10.95,Prawn Balti
38,2019-08-01 19:51:00,38,136,1,8.95,Tandoori Chicken Masala
38,2019-08-01 19:51:00,38,92,1,7.95,Curry - Chicken
38,2019-08-01 19:51:00,38,79,1,5.95,Aloo Gobi
38,2019-08-01 19:51:00,38,11,1,2.6,Plain Naan
38,2019-08-01 19:51:00,38,15,1,2.95,Pilau Rice
38,2019-08-01 19:51:00,38,6,1,0.8,Plain Papadum
38,2019-08-01 19:51:00,38,4,1,0.5,Red Sauce
38,2019-08-01 19:51:00,38,3,1,0.5,Mango Chutney
38,2019-08-01 19:51:00,38,82,1,5.95,Mixed Starter
39,2019-08-01 19:16:00,39,91,1,7.95,Madras - Lamb
39,2019-08-01 19:16:00,39,36,1,3.95,Mushroom Rice
39,2019-08-01 19:16:00,39,30,1,3.95,French Fries
39,2019-08-01 19:16:00,39,102,2,8.95,Korma - Chicken
39,2019-08-01 19:16:00,39,11,1,2.6,Plain Naan
39,2019-08-01 19:16:00,39,19,1,2.95,Garlic Naan
40,2019-08-01 18:45:00,40,6,4,0.8,Plain Papadum
40,2019-08-01 18:45:00,40,104,2,8.95,Pathia - Chicken Tikka
40,2019-08-01 18:45:00,40,69,1,5.95,COBRA ( LARGE )
40,2019-08-01 18:45:00,40,248,1,17.95,House white wine 75cl
40,2019-08-01 18:45:00,40,15,2,2.95,Pilau Rice
41,2019-08-01 18:41:00,41,58,1,4.95,Lamb Tikka
41,2019-08-01 18:41:00,41,2,1,0.5,Lime Pickle
41,2019-08-01 18:41:00,41,5,1,0.5,Onion Chutney
41,2019-08-01 18:41:00,41,18,1,2.95,Plain Rice
41,2019-08-01 18:41:00,41,227,1,12.95,King Prawn Shaslick
41,2019-08-01 18:41:00,41,69,2,5.95,COBRA ( LARGE )
42,2019-08-01 18:21:00,42,212,1,10.95,Chicken Tikka Biryani
42,2019-08-01 18:21:00,42,43,1,3.95,Stuffed Paratha
42,2019-08-01 18:21:00,42,35,1,3.95,Meat Samosa
43,2019-08-01 18:02:00,43,18,1,2.95,Plain Rice
43,2019-08-01 18:02:00,43,11,2,2.6,Plain Naan
43,2019-08-01 18:02:00,43,80,1,5.95,Mixed Vegetable Curry
43,2019-08-01 18:02:00,43,79,1,5.95,Aloo Gobi
43,2019-08-01 18:02:00,43,40,1,3.95,Curry Sauce
43,2019-08-01 18:02:00,43,3,1,0.5,Mango Chutney
43,2019-08-01 18:02:00,43,12,1,2.95,Raitha
44,2019-08-01 17:59:00,44,90,1,7.95,Madras - Chicken
44,2019-08-01 17:59:00,44,11,1,2.6,Plain Naan
44,2019-08-01 17:59:00,44,22,1,2.95,Bottle Diet Coke
44,2019-08-01 17:59:00,44,18,1,2.95,Plain Rice
45,2019-08-01 17:34:00,45,73,1,5.95,Bombay Aloo
45,2019-08-01 17:34:00,45,105,1,8.95,Chicken Tikka Jalfrezi
45,2019-08-01 17:34:00,45,36,1,3.95,Mushroom Rice
45,2019-08-01 17:34:00,45,6,2,0.8,Plain Papadum
46,2019-08-01 13:33:00,46,77,1,5.95,Cauliflower Bhajee
46,2019-08-01 13:33:00,46,118,1,8.95,Dhansak - Chicken
46,2019-08-01 13:33:00,46,65,2,5.95,Tarka Dall
46,2019-08-01 13:33:00,46,78,1,5.95,Saag Dall
47,2019-08-01 12:33:00,47,93,2,7.95,Vindaloo - Chicken
47,2019-08-01 12:33:00,47,34,1,3.95,Special Fried Rice
47,2019-08-01 12:33:00,47,11,1,2.6,Plain Naan
47,2019-08-01 12:33:00,47,73,1,5.95,Bombay Aloo
48,2019-07-31 21:10:00,48,170,1,9.95,Lamb Biryani
48,2019-07-31 21:10:00,48,176,1,9.95,Chicken Biryani
48,2019-07-31 21:10:00,48,73,1,5.95,Bombay Aloo
48,2019-07-31 21:10:00,48,14,1,2.95,Peshwari Naan
49,2019-07-31 20:35:00,49,133,1,8.95,Dhansak - Lamb
49,2019-07-31 20:35:00,49,102,1,8.95,Korma - Chicken
49,2019-07-31 20:35:00,49,11,1,2.6,Plain Naan
49,2019-07-31 20:35:00,49,15,1,2.95,Pilau Rice
50,2019-07-31 20:11:00,50,15,2,2.95,Pilau Rice
50,2019-07-31 20:11:00,50,103,2,8.95,Chicken Tikka Masala
50,2019-07-31 20:11:00,50,94,1,7.95,Madras - Chicken Tikka
50,2019-07-31 20:11:00,50,28,2,3.95,Onion Bhajee
51,2019-07-31 20:05:00,51,105,1,8.95,Chicken Tikka Jalfrezi
51,2019-07-31 20:05:00,51,15,1,2.95,Pilau Rice
51,2019-07-31 20:05:00,51,11,1,2.6,Plain Naan
51,2019-07-31 20:05:00,51,16,1,2.95,Green Salad
52,2019-07-31 19:54:00,52,60,1,4.95,Sheek Kebab
52,2019-07-31 19:54:00,52,171,1,9.95,Vegetable Biryani
52,2019-07-31 19:54:00,52,54,1,4.95,Aloo Chaat
52,2019-07-31 19:54:00,52,219,1,11.95,Madras - King Prawn
52,2019-07-31 19:54:00,52,15,2,2.95,Pilau Rice
52,2019-07-31 19:54:00,52,167,1,9.95,Butter Chicken
52,2019-07-31 19:54:00,52,6,1,0.8,Plain Papadum
53,2019-07-31 19:35:00,53,103,1,8.95,Chicken Tikka Masala
53,2019-07-31 19:35:00,53,11,5,2.6,Plain Naan
53,2019-07-31 19:35:00,53,148,1,8.95,Rogon - Chicken
53,2019-07-31 19:35:00,53,110,1,8.95,Chicken Tikka (Main)
53,2019-07-31 19:35:00,53,94,2,7.95,Madras - Chicken Tikka
53,2019-07-31 19:35:00,53,19,1,2.95,Garlic Naan
53,2019-07-31 19:35:00,53,73,1,5.95,Bombay Aloo
53,2019-07-31 19:35:00,53,74,1,5.95,Saag Aloo
53,2019-07-31 19:35:00,53,30,1,3.95,French Fries
53,2019-07-31 19:35:00,53,15,2,2.95,Pilau Rice
53,2019-07-31 19:35:00,53,28,3,3.95,Onion Bhajee
54,2019-07-31 19:31:00,54,6,4,0.8,Plain Papadum
54,2019-07-31 19:31:00,54,1,1,0.5,Mint Sauce
54,2019-07-31 19:31:00,54,174,1,9.95,Chicken Tikka Karahi
54,2019-07-31 19:31:00,54,81,1,5.95,Mushroom Bhajee
54,2019-07-31 19:31:00,54,18,2,2.95,Plain Rice
55,2019-07-31 19:17:00,55,53,1,3.95,Chicken Tikka
55,2019-07-31 19:17:00,55,70,1,5.95,Royal Paneer
55,2019-07-31 19:17:00,55,19,1,2.95,Garlic Naan
55,2019-07-31 19:17:00,55,22,1,2.95,Bottle Diet Coke
56,2019-07-31 19:05:00,56,102,1,8.95,Korma - Chicken
56,2019-07-31 19:05:00,56,14,1,2.95,Peshwari Naan
56,2019-07-31 19:05:00,56,29,1,3.95,Lemon Rice
56,2019-07-31 19:05:00,56,36,1,3.95,Mushroom Rice
56,2019-07-31 19:05:00,56,193,1,9.95,Lamb Sylhet
57,2019-07-31 19:02:00,57,7,2,0.8,Spicy Papadum
57,2019-07-31 19:02:00,57,4,1,0.5,Red Sauce
57,2019-07-31 19:02:00,57,18,1,2.95,Plain Rice
57,2019-07-31 19:02:00,57,131,1,8.95,Dupiaza - Chicken Tikka
57,2019-07-31 19:02:00,57,8,1,1.95,Chapati
58,2019-07-31 18:58:00,58,135,1,8.95,Saag - Chicken
58,2019-07-31 18:58:00,58,66,1,5.95,Saag Paneer
58,2019-07-31 18:58:00,58,45,1,3.95,Saag Rice
59,2019-07-31 18:50:00,59,60,1,4.95,Sheek Kebab
59,2019-07-31 18:50:00,59,6,3,0.8,Plain Papadum
59,2019-07-31 18:50:00,59,122,1,8.95,Lamb Tikka Masala
59,2019-07-31 18:50:00,59,15,1,2.95,Pilau Rice
59,2019-07-31 18:50:00,59,13,1,2.95,Keema Naan
59,2019-07-31 18:50:00,59,30,1,3.95,French Fries
60,2019-07-31 17:16:00,60,42,1,3.95,Keema Rice
60,2019-07-31 17:16:00,60,73,1,5.95,Bombay Aloo
60,2019-07-31 17:16:00,60,91,1,7.95,Madras - Lamb
61,2019-07-31 13:55:00,61,170,1,9.95,Lamb Biryani
61,2019-07-31 13:55:00,61,144,1,8.95,Lamb Tikka Chilli Masala
61,2019-07-31 13:55:00,61,19,1,2.95,Garlic Naan
62,2019-07-30 21:05:00,62,185,1,9.95,Paneer Tikka Sizzler
62,2019-07-30 21:05:00,62,48,1,3.95,Vindaloo Sauce
62,2019-07-30 21:05:00,62,18,1,2.95,Plain Rice
62,2019-07-30 21:05:00,62,30,1,3.95,French Fries
63,2019-07-30 20:10:00,63,182,1,9.95,Chicken Mysore
63,2019-07-30 20:10:00,63,19,3,2.95,Garlic Naan
63,2019-07-30 20:10:00,63,180,1,9.95,Lamb Chilli Garlic
64,2019-07-30 19:55:00,64,54,1,4.95,Aloo Chaat
64,2019-07-30 19:55:00,64,217,1,11.95,Tandoori Mixed Grill
64,2019-07-30 19:55:00,64,10,1,2.6,Tandoori Roti
64,2019-07-30 19:55:00,64,10,1,2.6,Tandoori Roti
64,2019-07-30 19:55:00,64,54,1,4.95,Aloo Chaat
64,2019-07-30 19:55:00,64,217,1,11.95,Tandoori Mixed Grill
65,2019-07-30 18:43:00,65,63,1,5.95,King Prawn Puree
65,2019-07-30 18:43:00,65,6,1,0.8,Plain Papadum
65,2019-07-30 18:43:00,65,163,1,9.95,Chicken Shashlick
65,2019-07-30 18:43:00,65,64,1,5.95,Bhindi Bhajee
65,2019-07-30 18:43:00,65,27,1,3.95,Dhansak Sauce
65,2019-07-30 18:43:00,65,6,1,0.8,Plain Papadum
65,2019-07-30 18:43:00,65,27,1,3.95,Dhansak Sauce
65,2019-07-30 18:43:00,65,63,1,5.95,King Prawn Puree
65,2019-07-30 18:43:00,65,64,1,5.95,Bhindi Bhajee
65,2019-07-30 18:43:00,65,163,1,9.95,Chicken Shashlick
66,2019-07-30 18:43:00,66,28,2,3.95,Onion Bhajee
66,2019-07-30 18:43:00,66,65,1,5.95,Tarka Dall
66,2019-07-30 18:43:00,66,66,1,5.95,Saag Paneer
66,2019-07-30 18:43:00,66,67,1,5.95,Baingan Hari Mirch
66,2019-07-30 18:43:00,66,28,2,3.95,Onion Bhajee
66,2019-07-30 18:43:00,66,65,1,5.95,Tarka Dall
66,2019-07-30 18:43:00,66,66,1,5.95,Saag Paneer
66,2019-07-30 18:43:00,66,67,1,5.95,Baingan Hari Mirch
67,2019-07-30 18:38:00,67,90,1,7.95,Madras - Chicken
67,2019-07-30 18:38:00,67,29,1,3.95,Lemon Rice
67,2019-07-30 18:38:00,67,7,1,0.8,Spicy Papadum
67,2019-07-30 18:38:00,67,30,1,3.95,French Fries
67,2019-07-30 18:38:00,67,7,1,0.8,Spicy Papadum
67,2019-07-30 18:38:00,67,29,1,3.95,Lemon Rice
67,2019-07-30 18:38:00,67,30,1,3.95,French Fries
67,2019-07-30 18:38:00,67,90,1,7.95,Madras - Chicken
68,2019-07-30 18:33:00,68,1,1,0.5,Mint Sauce
68,2019-07-30 18:33:00,68,2,1,0.5,Lime Pickle
68,2019-07-30 18:33:00,68,6,2,0.8,Plain Papadum
68,2019-07-30 18:33:00,68,12,1,2.95,Raitha
68,2019-07-30 18:33:00,68,13,1,2.95,Keema Naan
68,2019-07-30 18:33:00,68,14,1,2.95,Peshwari Naan
68,2019-07-30 18:33:00,68,15,1,2.95,Pilau Rice
68,2019-07-30 18:33:00,68,28,1,3.95,Onion Bhajee
68,2019-07-30 18:33:00,68,68,1,5.95,Chicken Pakora
68,2019-07-30 18:33:00,68,69,2,5.95,COBRA ( LARGE )
68,2019-07-30 18:33:00,68,102,1,8.95,Korma - Chicken
68,2019-07-30 18:33:00,68,207,1,10.95,Lamb Tikka Biryani
69,2019-07-30 18:01:00,69,3,2,0.5,Mango Chutney
69,2019-07-30 18:01:00,69,6,2,0.8,Plain Papadum
69,2019-07-30 18:01:00,69,15,1,2.95,Pilau Rice
69,2019-07-30 18:01:00,69,17,1,2.95,Bottle Coke
69,2019-07-30 18:01:00,69,28,1,3.95,Onion Bhajee
69,2019-07-30 18:01:00,69,165,1,9.95,Chicken Balti
